ID;RNT;NOMBRE COMERCIAL;TIPO;DIRECCION;LOCALIDAD;TELEFONO;E MAIL;PAGINA WEB;RANGO TARIFA;ZONA;ESTADO
1423;27014;HOTEL SION SANTAFÉ;HOTEL;KR 16 A 61 A 43;TEUSAQUILLO;2355581 - 2557375 - 3015885919;hotelsionsantafe@hotmail.com;NA;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1424;27087;HOTEL MOVICH CHICO 97;HOTEL;KR 11B 97 03;CHAPINERO;5190299 -  - ;reservas@movich.com;www.movichhoteles.com;Entre $ 150.001 y $ 350.000;Calle 100;
1425;27088;HOSPEDAJE SUPER REAL;HOSTAL;KR 102 18 A 17;FONTIBON;2678956 -  - ;hotelsuperreal@hotmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1427;27211;HOTEL EMBAJADA REAL;HOTEL;KR 44 22 A 69;TEUSAQUILLO;2440770 - 3202834923 - ;hotelembajadareal@gmail.com;www.hoteles real.co;Entre $ 60.001 y $ 150.000;Quinta Paredes;
1428;27224;HOTEL NUEVO PUERTO LÓPEZ;HOTEL;KR 102 17 A 69;FONTIBON;5442435 -  - ;cegar99@hotmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1429;27229;HOTEL SANTIAGO PLAZA;HOTEL;CL 24 C 43 10;TEUSAQUILLO;2699786 -  - ;hotelsantiagoplazabogota@hotmail.com;NA;Entre $ 60.001 y $ 150.000;Quinta Paredes;
1432;27507;CELESTIAL INN HOTEL;HOTEL;KR 16 17 12 SUR;ANTONIO NARIÑO;3660640 - 3660645 - 3660641;contactos@celestialinnhotel.com;www.celestialinnhotel.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1433;27510;HOTEL MORRISON 114;HOTEL;AV 19 114 06;USAQUÉN;3788311 -  - ;olga.triana@hotelesmorrison.com;www.hotelesmorrison.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1437;27536;HOSTAL CASIQUE SUGAMUXI CASU;HOSTAL;CL 12 D BIS 2 19 SEGUNDO PISO;CANDELARIA;3374326 -  - ;info@casiquesugamuxi.com - casiquesugamuxi@yahoo.es;www.casiquesugamuxi.com;Menos de $ 60.000;Candelaria;
1438;27545;KOZII HOSTEL S.A.S.;APARTA HOTEL;KR 10  A 67 66;CHAPINERO;6045587 -  - ;koziidc@koziihostels.com;www.koziihostels.com;Menos de $ 150.000;No Pertenece a ZIT;
1439;27562;RAMADA BOGOTÁ PARQUE 93 - RAMADA BLUE;HOTEL;CL 95 13 35 TORRE 4;CHAPINERO;4894381 - 3158879973 - ;ramadabluereservas@gmail.com;www.ramadabogota.com;Entre $ 150.001 y $ 350.000;Parque 93;
1440;27572;CASA ANFITRIONA SAN FELIPE;HOSTAL;KR 22 BIS 74 A 07;BARRIOS UNIDOS;7498107 - 2481827 - ;servicios.inmobiliarios.sas@hotmail.com;NA;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1441;27679;HOTEL LA ESTACIÓN CORFERIAS;HOTEL;KR 40 22 05;PUENTE ARANDA;7495900 - 7495899 - ;info@laestacionhotel.com;www.laestacionhotel.com;Menos de $ 60.000;Quinta Paredes;
1442;27702;MIRADOR DEL RECUERDO;HOTEL;KR 39 A 25 50;TEUSAQUILLO;7433460 -  - ;miradordelrecuerdo@hotmail.com;www.miradordelrecuerdo.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1443;27719;HOTEL BH BICENTENARIO;HOTEL;KR 4 16 03;SANTA FE;7470744 -  - ;recepcion.bicentenario@bhhoteles.com;www.bhhoteles.com;Entre $ 150.001 y $ 350.000;Candelaria;
1445;27887;HOTEL MOVICH CITY BUSINESS;HOTEL;TV 23 98 27;CHAPINERO;5190299 -  - ;reservas@movich.com;www.movichhoteles.com;Entre $ 150.001 y $ 350.000;Calle 100;
1450;28017;HOSTAL BAKANO;HOSTAL;CL 12 F 2 86 ;CANDELARIA;2816231 -  - ;hostalbakano@gmail.com;www.hostalbakano.wix.com/hostalbakano;Menos de $ 60.000;Candelaria;
1451;28075;HOTEL EL LAGO INN;HOTEL;CL 79 16 A 21;CHAPINERO;5304671 - 5304672 - 2570042;hotellagoinn@gmail.com;www.hotelbogotainn.com;Entre $ 60.001 y $ 150.000;Country;
1453;28106;HOTEL ECOFERIA BOUTIQUE;HOTEL;AC 24 43 A 23;TEUSAQUILLO;7550981 - 2696230 - ;hotel_ecoferia@hotmail.com;www.hotelesejecutivobogota.com;Menos de $ 60.000;Quinta Paredes;
1454;28149;HOTEL SUNA BACATA;HOTEL;KR 33 A 31 17;TEUSAQUILLO;2317929 - 3108599575 - 2442872;;www.sunabacata.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1455;28247;TIP TOP HOSTEL;HOSTAL;KR 1 BIS 12 D 78;CANDELARIA;2821928 -  - ;tiptophostal@gmail.com;www.tiptophostels.com;Menos de $ 60.000;Candelaria;
1456;28248;TIP TOP BACKPACKERS;HOSTAL;KR 1 12 B 81;CANDELARIA;3342639 -  - ;tiptophostal@gmail.com;www.tiptophostels.com;Menos de $ 60.000;Candelaria;
1458;28275;THE ORCHIDS HOTEL;HOTEL;KR 5 10 55;CANDELARIA;7455438 - 3208382883 - ;reservations@theorchidshotel.com;www.theorchids.com;Más de $ 350.001;Candelaria;
1459;28325;HOTEL BOGOTÁ REAL D.C.;HOTEL;KR 13 22 24;SANTA FE;2439192 - 3415941 - ;hotelbogotarealdc@outlook.com;http://hotelbogotarealdc.wix.com/hotelbogotarealdc#!company/c2414;Menos de $ 60.000;No Pertenece a ZIT;
1460;28328;CASONA D USAQUÉN HOTEL BOUTIQUE;HOTEL;CL 117 6 27;USAQUÉN;4686626 -  - ;casonadeusaquen@gmail.com;www.casonadeusaquen.com;Entre $ 150.001 y $ 350.000;Usaquen;
1462;28376;HOTEL LA ESTANCIA;HOTEL;KR 111 A 16 J 28;FONTIBON;4182371 -  - ;faletm@hotmail.com;NA;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1463;28380;HARRINGTON 63 HOTEL;HOTEL;KR 36 A 59 22;TEUSAQUILLO;2228675 - 2228672 - 3132740755;harrington63hotel@gmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1464;28385;CASA GAITÁN CORTÉS;HOTEL;CL 69 4 97;CHAPINERO;2488081 - 7452871 - ;info@casagaitancortes.com;www.casagaitancortes.com;Menos de $ 60.000;No Pertenece a ZIT;
1465;28387;HOTEL SOÑADOR;HOTEL;CL 12 80 D 03;KENNEDY;4246357 -  - ;hotelsonador1@hotmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1466;28407;HOTEL HOSPEDARTE SHALOM;HOTEL;KR 80 B 24 D 45;FONTIBON;4102696 -  - ;hospedarte2013@gmail.com;NA;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1467;28412;HOTEL TORRE CENTRAL LAS NIEVES;HOTEL;KR 10 17 23 ;SANTA FE;3410876 -  - ;hoteltorrecentral.ln@gmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1469;28417;VLVCAHO - ULUCAHOSAS;HOTEL;KR 3 12 B 88 ;CANDELARIA;2819251 -  - ;vlvcaho@hotmail.com;NA;Menos de $ 60.000;Candelaria;
1470;28419;HOTEL ESTELAR CALLE 100;HOTEL;AC 100 14 46;CHAPINERO;5921111 -  - ;reservas@hotelesestelar.com;www.hotelerestelar.com;Entre $ 150.001 y $ 350.000;Calle 100;
1471;28511;NABUSIMAKE HOTEL;HOTEL;CL 22 F 82 24;FONTIBON;5472326 - 5479822 - ;nabusimakehostel@gmail.com;www.nabusimakehotel.amawebs.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1472;29025;ZOHAR HOSTEL;HOSTAL;KR 4 09 80;CANDELARIA;2840173 - 3173943650 - ;zoharhostel@yahoo.com;www.hostelzoharbogota.com;Menos de $ 60.000;Candelaria;
1473;29220;HOTEL BIOUXURY;HOTEL;CL 83 9 48;CHAPINERO;7442800 -  - ;denisse.rios@ghlhoteles.com;NA;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1475;29235;APARTAHOTEL TORRE BLANCA;APARTA HOTEL;KR 17 52 60;TEUSAQUILLO;2487870 - 3133933694 - 4801309;torreblancaapartahotel@hotmail.com;www.apartamentosamobladostorreblanca.com;Más de $ 150.001;Campin;
1476;29417;HOSPEDAJE ZARAGOZA;HOSTAL;AV JIMENEZ 4 56;SANTA FE;2845411 - 3166978000 - ;fardycito@hotmail.com;NA;Menos de $ 60.000;Candelaria;
1477;29418;HOTEL CONFORT 80 LA CASTELLANA;HOTEL;CL 95 45 A 35;BARRIOS UNIDOS;6235919 -  - ;castellana@hotelesconfort80.com;www.hotelesconfort80.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1481;29686;CASA QUINTA HOTEL BOUTIQUE;HOTEL;KR 4 17 59;SANTA FE;3376500 - 3375721 - ;info@casaquintahotel.com;www.casaquintahotel.com;Entre $ 60.001 y $ 150.000;Candelaria;
1482;16134;HOTEL DALON´S COLONIAL;HOTEL;KR 17 31 65;TEUSAQUILLO;3404522 - 3123550504 - ;hoteldarlonscolonial@hotmail.com;www.hoteldalonscolonial.com;Menos de $ 60.000;No Pertenece a ZIT;
1483;9042;VIAGGIO 6.1.7. - INMOBILIRIARIA ROYAL S.A.S.;VIVIENDA TURÍSTICA;CL 61 7 18;CHAPINERO;7449999 -  - ;mercadeo@viaggio.com.co - reservas@viaggio.com.co;www.viaggio.com.co;Entre $ 150.001 y $ 350.000;Lourdes;
1484;27824;HOTEL 51;HOTEL;KR 7 51 A 14;CHAPINERO;2114910 - 7437808 - ;inmonautos2000@yahoo.com;www.apthotel51.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1485;30191;HOTEL ARISTON´S;HOTEL;KR 36 25 22;TEUSAQUILLO;8057418 - 8057416 - ;reservas@hotelaristons.com;www.hotelaristons.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1486;30730;HOTEL FIDENZI;HOTEL;CL 23 A 36 A 10;TEUSAQUILLO;7028484 - 3683314 - 3188658373;gerencia@hotelfindenzi.com;www.hotelfidenzi.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1490;30837;MADELEINE SUITE;HOTEL;KR 43 B 22 A 70;TEUSAQUILLO;3350741 -  - ;gerenciamadeleine@gmail.com;NA;Menos de $ 60.000;Quinta Paredes;
1491;30721;HOTEL BOGOTA CITY;HOTEL;CL 24 A 43 13;TEUSAQUILLO;2691099 - 2691092 - ;reservashotelbogotacity@gmail.com;www.hotelbogotacity.com;Entre $ 60.001 y $ 150.000;Quinta Paredes;
1492;21293;103 WONDERFULL HOUSE;VIVIENDA TURÍSTICA;KR 64 103 C 16;SUBA;7435753 - 3204278356 - ;contacto103@apartahoteleswh.com;www.apartahoteleswh.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1493;32002;PRISMA SUITE CHICO 94;HOTEL;TV 23 94 26;CHAPINERO;7437818 - 7437817 - ;NA;www.primashoteles.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1494;31041;DORADO SUITE;HOTEL;CL 38 29 40;TEUSAQUILLO;3680192 -  - ;hoteldoradosuite@yahoo.es;www.hoteldoradosuite.tk;Menos de $ 60.000;No Pertenece a ZIT;
1495;30964;CASA DEL VALLE HOTEL;HOTEL;KR 18 124 50;USAQUÉN;5204225 - 2145018 - ;reservas@casadelvallehotel.com;www.casadelvallehotel.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1497;30965;HOTEL BAVIERA S.A.;HOTEL;CL 32 13 32;SANTA FE;3203564 - 3203847 - 3203710;reservas@hotelbaviera.com.co;www.hotelbaviera.com.co;Entre $ 150.001 y $ 350.000;Centro Internacional;
1498;30726;HOTEL ANDINO INN;HOTEL;CL 23 9 26;SANTA FE;2842833 - 3187357450 - ;NA;NA;Menos de $ 60.000;No Pertenece a ZIT;
