FECHA DE CORTE;NUMERO_LOCALIDAD;NOMBRE_LOCALIDAD;DANE12_ESTABLECIMIENTO_EDUCATIVO;NOMBRE_ESTABLECIMIENTO_EDUCATIVO;NIT;DANE12_SEDE_EDUCATIVA;NOMBRE_SEDE_EDUCATIVA;CONSECUTIVO;ORDEN DE SEDE;SECTOR;CLASE;NATURALEZA JURIDICA;ZONA;DIRECCION;BARRIO;TELEFONO;FAX;EMAIL;WEB;CODIGO POSTAL;CALENDARIO;GENERO;JORNADAS;NIVELES;GRADOS PREESCOLAR;GRADOS BASICA PRIMARIA;GRADOS BASICA SECUNDARIA;GRADOS MEDIA;MODELO PEDAGOGICO PREESCOLAR;MODELO PEDAGOGICO BASICA PRIMARIA;MODELO PEDAGOGICO BASICA SECUNDARIA;MODELO PEDAGOGICO MEDIA;CARACTER PARA LA MEDIA;ESPECIALIDAD PARA LA MEDIA;ENFASIS PARA EL CARACTER ACADEMICO DE LA MEDIA;DISCAPACIDAD POR CATEGORIA;TALENTOS O CAPACIDADES EXCEPCIONALES;GRUPOS ETNICOS;SITUACION DE CONFLICTO;BILINGUE;ESTRATO_GEO;No_UPZ;NOMBRE_UPZ;SECTOR_CENSAL;X;Y;RESOLUCIONES LICENCIA DE FUNCIONAMIENTO-INTEGRACION-OTRAS (DD-MM-AAAA)
JUNIO 30 - 2014;11;SUBA;411769001981;LICEO JUAN RAMON JIMENEZ;8605107432;411769001981;LICEO JUAN RAMON JIMENEZ;01;A;NO OFICIAL;PRIVADO;SOCIEDAD;RURAL;KM 4 VIA SUBA - COTA;LAS MERCEDES DE SUBA;6836755;6861331;info@liceojuanramonjimenez.edu.co -- secretaria@liceojuanramonjimenez.edu.co;www.liceojuanramonjimenez.edu.co;;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;OTRO ;OTRO;OTRO;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;SIN ESTRATO;UPR 1;ZONA NORTE;9211;99175,73;119552,85;Res_1673_5-Jun-1965_Aprueba Estudios - Res_4960_6-Sep-1972_Legaliza Estudios - 8418 2 DIC 1997 AUTORIZA OTORGAR TITULOS Y RECONOCE ESTUDIOS
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001000612;COLEGIO FEMENINO LORENCITA VILLEGAS DE SANTOS (IED);;111001012491;SEDE B;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 51 # 78 - 88;JORGE ELIECER GAITAN;2500106;2500106;innalfemlorencitav12@redp.edu.co;Z-NO INFORMA;111211;A;FEMENINO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA-MEDIA;0;1,2,3,4,5;;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;EDUCACION EN VALORES;COGNITIVA;;AFROCOLOMBIANO;;;3;22;DOCE DE OCTUBRE;5201;100804,09;108503,56;RES 2370 (10-08-2002) RES SIN ESCNEAR -- 12-0420 (05-01-2012) RATIFICA DIRECCION - 12-024 (03-04-2013
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001000612;COLEGIO FEMENINO LORENCITA VILLEGAS DE SANTOS (IED);;111001014061;SEDE A;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 29 C # 71 C - 11;LA MERCED NORTE;2407282;2407282;innalfemlorencitav12@redp.edu.co;Z-NO INFORMA;111221;A;FEMENINO;MAÑANA-TARDE;BASICA PRIMARIA-BASICA SECUNDARIA;;1,2,3,4,5;6,7,8,9;;;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;COGNITIVA;;AFROCOLOMBIANO;;;3;98;LOS ALCAZARES;7301;100468,4492;107843,28;RES 8456 14 NOV 2001 RECONOCIMIENTO OFICIAL - 12-0420 (05-01-2012) RES SIN ESCANEAR - 7717 AUTORIZA ABRIR NUEVOS GRADOS - 12-024 (03-04-2013
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001006769;LICEO FRANCISCO JULIAN OLAYA;;111001006769;LICEO FRANCISCO JULIAN OLAYA;01;A;OFICIAL;OFICIAL - REGIMEN ESPECIAL;OFICIAL - REGIMEN ESPECIAL;URBANA;AV 81 # 38 - 00;PATRIA;2259155;2259155;liceofranciscojulianolaya2013@gmail.com;http://www.liceosejercito.edu.co;111211;A;MIXTO;MAÑANA;PREESCOLAR-BASICA PRIMARIA;0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;Z-NO INFORMA;Z-NO INFORMA;ZZ-NO INFORMA;Z-NO INFORMA;;;
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED);;111001008389;DOMINGO FAUSTINO SARMIENTO;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;TV 60 # 95 - 51;LOS ANDES;2367748 -- 2367746 -- 5336782;2367746;intdidomingofausti12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;MAÑANA-TARDE;BASICA SECUNDARIA-MEDIA;;;6,7,8,9;10,11;;;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;TECNICO;OTRA;Z-NO APLICA;;;;;;4;21;LOS ANDES;5307;101210,86;109812,69;RES 380 1 FEB 2007 AMPLIACION DEL SERVICIO EDUCATIVO - 2370 (10-08-2002) INTEGRACION - 13144 27 NOV 1991 AMPLIA NIVELES EDUCATIVOS - 2669 12 SEP 2002 ADOPCION NOMBRE - 3727 22 NOV 2002 ADOPCION NOMBRE
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED);;111001012882;SEVILLA;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 91 A # 60 - 01;RIONEGRO;2579668;2579668;intdidomingofausti12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;MAÑANA-TARDE;BASICA PRIMARIA;;4,5;;;;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;21;LOS ANDES;5308;101213,02;109313,86;RES 2370 (10-08-2002) INTEGRACION
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED);;111001012904;CARLOS SANZ DE SANTAMARIA;03;C;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 56 # 94 C - 23;RIONEGRO;2579062;2579062;intdidomingofausti12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;0;1;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;21;LOS ANDES;5308;101551,95;109742,13;RES 2370 (10-08-2002) INTEGRACION
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED);;111001012921;JOSE ANTONIO RICAURTE;04;D;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 56 # 94 - 02;RIONEGRO;2564452;4312660;intdidomingofausti12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;MAÑANA-TARDE;BASICA PRIMARIA;;2,3;;;;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;21;LOS ANDES;5308;101585,63;109614,62;RES 2370 (10-08-2002) INTEGRACION
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001009148;COLEGIO HELADIA MEJIA (IED);;111001009148;SEDE A ;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 65 # 15 A - 04;LA ESPERANZA;2486831 -- 2551173 -- 3472077;3472077 -- 2486831 -- 2551173;coldiheladiamejia12@redp.edu.co;www.colegioheladiamejia.edu.co;111221;A;MIXTO;MAÑANA-TARDE;BASICA SECUNDARIA-MEDIA;;;6,7,8,9;10,11;;;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;INDIGENA-AFROCOLOMBIANO;DESPLAZADO-HIJO DESMOVILIZADO;;3;98;LOS ALCAZARES;7305;101319,48;106313,87;RES 1696 (04-06-2002) INTEGRACION - 2849 16 SEP 2002 ADOPCION NOMBRE
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001009148;COLEGIO HELADIA MEJIA (IED);;111001014079;SEDE B ;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 65 # 15 A - 04;MUEQUETA;2113328 -- 2101831;2247599;coldiheladiamejia12@redp.edu.co;Z-NO INFORMA;111221;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;Z-NO INFORMA;Z-NO INFORMA;Z-NO INFORMA;MULTIPLE;;INDIGENA-AFROCOLOMBIANO;DESPLAZADO;;3;98;LOS ALCAZARES;7306;100899,52;106431,96;RES 1696 (04-06-2002) INTEGRACION
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001010421;COLEGIO JORGE ELIECER GAITAN (IED);;111001009725;JARDIN INFANTIL NACIONAL POPULAR No. 1;03;C;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 66 A # 54 - 40;POPULAR MODELO;3119495  --  3119495 EXT 104;6310047;coldijorgeeliecerg12@redp.edu.co;Z-NO INFORMA;111221;A;MIXTO;MAÑANA-TARDE;PREESCOLAR;-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;4;22;DOCE DE OCTUBRE;5102;99676,91;107606,21;RES 1697 (04-06-2002) INTEGRACION - 4876 AUTORIZA ABRIR NUEVOS GRADOS
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001010421;COLEGIO JORGE ELIECER GAITAN (IED);;111001010421;JORGE ELIECER GAITAN;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 66 A # 56 - 25;POPULAR MODELO;3119495;6310047;coldijorgeeliecerg12@redp.edu.co;Z-NO INFORMA;111221;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;AUDITIVA-MOTORA;;;;;4;22;DOCE DE OCTUBRE;5102;99595,09;107596,63;RES 383 1 FEB 2007 AMPLIA SERV EDUCATIVO - 480 20 FEB 2008 ESTABLECE CONDICIONES PARA EL FUNCIONAMIENTO DE LAS INST DE EDUCACION MEDIA Y SUPERIOR COMO PROGRAMA EXPERIMENTAL DEL DISTRITO - 1697 (04-06-2002) INTEGRACION - 2811 13 SEP 2002 ADOPCION NOMBRE - 12-0092 6 NNOV 2009 AMPLIACION SERVICIO EDUCATIVO
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001010421;COLEGIO JORGE ELIECER GAITAN (IED);;111001014150;MANUEL MURILLO TORO;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 58 # 71 - 89;SAN FERNANDO OCCIDENTAL;2502503 -- 6602935;6310047;coldijorgeeliecerg12@redp.edu.co;Z-NO INFORMA;111221;A;MIXTO;MAÑANA-TARDE;BASICA PRIMARIA;;1,2,3,4,5;;;;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;22;DOCE DE OCTUBRE;5204;99762,00;108401,30;RES 1697 (04-06-2002) INTEGRACION
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001011088;COLEGIO REPUBLICA DE PANAMA (IED);;111001011088;REPUBLICA DE PANAMA;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 57 A # 74 A - 32;SAN FERNANDO;2500760;2500760;coldirepdepanama12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;COMPLETA-MAÑANA-TARDE;BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;;5;6,7,8,9;10,11;;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;AUDITIVA;;;;;3;22;DOCE DE OCTUBRE;5203;100094,47;108501,42;RES 2367 (14-08-2002) INTEGRACION - 112 20 ENE 2000 CIERRE - 7717 AUTORIZA ABRIR NUEVOS GRADOS
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001011088;COLEGIO REPUBLICA DE PANAMA (IED);;111001012742;AVENIDA CHILE;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 62 # 70 C - 31;SAN FERNANDO OCCIDENTAL;2252629;2509683 EXT 12/13;coldirepdepanama12@redp.edu.co;Z-NO INFORMA;111221;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;-1,0;1,2,3,4;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;22;DOCE DE OCTUBRE;5204;99533,89;108536,32;RES 2367 (14-08-2002) INTEGRACION
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001011088;COLEGIO REPUBLICA DE PANAMA (IED);;111001012751;SIMON BOLIVAR;03;C;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 78 # 58 - 60;SIMON BOLIVAR;2318568;2318568;coldirepdepanama12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;-1,0;1,2,3,4;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;22;DOCE DE OCTUBRE;5206;100120,65;108888,45;RES 2367 (14-08-2002) INTEGRACION
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001012688;COLEGIO FUNDACION SANTA MARIA;8600068051;111001012688;COLEGIO FUNDACION SANTA MARIA;01;A;NO OFICIAL;PRIVADO;FUNDACION;URBANA;KR 50 # 90 - 50;ZZ-NO INFORMA;2568336 -- 2568335 -- 2568331;2568336;colegio_fundacionsantamaria@hotmail.com -- fundacionsantamaria@hotmail.com;Z-NO INFORMA;111211;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,0;1,2,3,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;COGNITIVA;;;;;4;21;LOS ANDES;5306;100266,94;109761,38;Res_004799_20-Dic-1988_INICIO DE LABORES - Res_004827_18-Dic-1989_APRUEBA ESTUDIOS - 7526 20 Nov 1998 RECONOCE OFICIALMENTE Y AUTORIZA PARA EXPEDIR CERTIFICACIONES 
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001024830;COLEGIO ALEMANIA SOLIDARIA (IED);;111001011991;MANUELA AYALA DE GAITAN;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 28 B # 65 - 80;LA PAZ;2502578;2126019 -- 2502578 EXT 105;cedalemania12@redp.edu.co;Z-NO INFORMA;111221;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;0;1,2,3,4;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;OTRA;;;DESPLAZADO;;3;98;LOS ALCAZARES;7310;100268,17;107070,52;RES 2366 (14-08-2002) INTEGRACION - 1089 4 ABR 2003 NOMBRE DEFINITVO
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001024830;COLEGIO ALEMANIA SOLIDARIA (IED);;111001024830;ALEMANIA;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 28 # 63 - 64;BENJAMIN HERRERA;2126019;2126019 EXT 102;cedalemania12@redp.edu.co;Z-NO INFORMA;111221;A;MIXTO;MAÑANA-TARDE;BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;;5;6,7,8,9;11;;EDUCACION TRADICIONAL-ACELERACION DEL APRENDIZAJE;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;OTRA;;;DESPLAZADO;;3;98;LOS ALCAZARES;7309;100216,38;106186,65;RES 12-0262 22 DIC 2002 CAMBIO DE DIRECCION - 253 1 FEB 2008 APLIACION DEL SERVICIO EDUCATIVO - 2953 14 SEP 2011 AUTORIZA LAS CONDICIONES --1089 4 ABR 2003 NOMBRE DEFINITVOADMINISTRATIVAS Y ACADEMICAS - 2366 (14-08-2002) INTEGRACION -4876 AUTORIZA ABRIR NUEVOS GRADOS - 12-0116 26 NOV 2009 RECONOCIMIENTO ACADEMICO A ESTUDIANTES - 
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001028258;COLEGIO RAFAEL BERNAL JIMENEZ (IED);;111001012653;GLORIA GAITAN A;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 54 # 78 - 85;JORGE ELIECER GAITAN;6603237;6603237;coldirafaelbernalj12@redp.edu.co;www.colegiorafaelbernaljimenez.edu.co;111211;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;22;DOCE DE OCTUBRE;5201;100555,76;108638,78;RES 2369 (14-08-2002) INTEGRACION - 4450 21 NOV 2000 CIERRE PROGRAMA
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001028258;COLEGIO RAFAEL BERNAL JIMENEZ (IED);;111001028258;RAFAEL BERNAL JIMENEZ;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 53 # 75 - 17;DOCE DE OCTUBRE;2509780 -- 6602933;2503093;coldirafaelbernalj12@redp.edu.co;www.colegiorafaelbernaljimenez.edu.co;111211;A;MIXTO;COMPLETA;BASICA SECUNDARIA-MEDIA;;;6,7,8,9;10,11;;;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL-OTRO;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;22;DOCE DE OCTUBRE;5202;100435,07;108391,35;RES 12-0261 22 DIC 2010 CAMBIO DE DIRECCION - 2369 (14-08-2002) INTEGRACION - 2023 18N JUL 2003 ADOPCION DE NOMBRE - ACUERDO 014 20 MAR 1979 CREA Y LEGALIZA FUNCIONAMIENTO DE JORNADAS - 2406 17 JUL 2000 AUTORIZA PARA REALIZAR EXAMENES DE VALIDACION - 730 25 MAR 2009AUTORIZA INCORPORAR COL DIST AL PROG EXP DE ARTICULACION
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED);;111001012718;POLICARPA SALAVARRIETA;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 77 # 22 - 66;JUAN XXIII;2170607;6602418 -- 2170607;cedjuanfranciscob12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;INDIGENA-AFROCOLOMBIANO-RAIZAL;DESPLAZADO;;3;98;LOS ALCAZARES;7402;101575,42;107826,73;RES 1698(04-06-2002) INTEGRACION
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED);;111001029912;JUAN FRANCISCO BERBEO;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 28 B # 78 - 40;SANTA SOFIA;2401890 -- 6602418;2234915 EXT 102;cedjuanfranciscob12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;COGNITIVA;;INDIGENA-AFROCOLOMBIANO;DESPLAZADO;;3;98;LOS ALCAZARES;7406;101163,57;108208,57;RES 381 1 FEB 2007 AMPLIACION DEL SERVICIO EDUCATIVO - 1698(04-06-2002) INTEGACION - 3148 30 SEP 2002 ADOPCION NOMBRE - 2406 17 JUL 2000 AUTORIZA PARA REALIZAR EXAMENES DE VALIDACION
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001032255;COLEGIO TOMAS CARRASQUILLA (IED);;111001032255;TOMAS CARRASQUILLA;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 74 A # 63 - 04;SIMON BOLIVAR;6603161 -- 2407959;6603161;colditomascarrasqu12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;MAÑANA-TARDE;BASICA SECUNDARIA-MEDIA;;;6,7,8,9;10,11;;;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO-TECNICO;ACADEMICA-OTRA ;Z-NO INFORMA;MOTORA;;INDIGENA-AFROCOLOMBIANO;DESPLAZADO;;3;22;DOCE DE OCTUBRE;5205;99730,69;108829,41;RES 379 19 SEP 2008 ESTABLECE CONDICIONES PARA EL FUNCIONAMIENTO DE LAS INST DE EDUCACION MEDIA Y SUPERIOR COMO PROGRAMA EXPERIMENTAL DEL DISTRITO- 2368 (14-08-2002) INTEGRACION - 1378 12 MAY 2003 ADOPCION NOMBRE
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001032255;COLEGIO TOMAS CARRASQUILLA (IED);;111001045713;PANAMERICANA;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 75 A # 63 - 55;SIMON BOLIVAR;2760358;6603161 EXT 102;colditomascarrasqu12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;INDIGENA-AFROCOLOMBIANO;DESPLAZADO;;3;22;DOCE DE OCTUBRE;5205;99659,35;108921,89;RES 2368 (14-08-2002) INTEGRACION -1378 12 MAY 2003 ADOPCION NOMBRE
JUNIO 30 - 2014;12;BARRIOS UNIDOS;111001077321;COLEGIO EDUARDO CARRANZA (IED);;111001077321;EDUARDO CARRANZA;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 52 # 76 - 63;JORGE ELIECER GAITAN;2319958 -- 6311856;6311856 -- 2319958 EXT 103;cededuardocarranz12@redp.edu.co;Z-NO INFORMA;111211;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;22;DOCE DE OCTUBRE;5201;100610,72;108459,74;RES 7717 AUTORIZA ABRIR NUEVOS GRADOS- 2579 28 AGOS 2002 UNIFICA ADMINISTRACION - 
JUNIO 30 - 2014;12;BARRIOS UNIDOS;311001000221;LICEO PEDAGOGICO;20074153-9;311001000221;LICEO PEDAGOGICO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 20 # 68 - 31;ZZ-NO INFORMA;2174469 -- 2174209 -- 6060630;6060630;pedagogicoliceo@hotmail.com -- lipedagogico@hotmail.com;Z-NO INFORMA;111221;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;98;LOS ALCAZARES;7303;101160,46;106771,92;RES 7526 20 Nov 1998 RECONOCIMIENTO OFICIAL Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER
JUNIO 30 - 2014;12;BARRIOS UNIDOS;311001000280;INSTITUTO SANTA INES;41314164;311001000280;INSTITUTO SANTA INES;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 57 B BIS # 71 - 51;SAN FERNANDO;2319669;2319669;insantaines@hotmail.com;Z-NO INFORMA;111221;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;22;DOCE DE OCTUBRE;5203;99821,87;108334,38;Res_1067_30-Mar-2000_AMPLIACION LICENCIA DE FUNCIONAMIENTO
JUNIO 30 - 2014;12;BARRIOS UNIDOS;311001000981;LICEO SANTA HELENA;;311001000981;LICEO SANTA HELENA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 60 # 91 A - 05;ZZ-NO INFORMA;2568996;2568996;liceo_santa_helena@hotmail.com;www.liceosantahelena.com;111211;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;COGNITIVA-MULTIPLE-OTRA;;;;;3;21;LOS ANDES;5308;101211,09;109357,36;
