ESTABLECIMIENTO;DIRECCION;LOCALIDAD;BARRIO;ZONA_SITP;FECHA CORTE
CIGARRERIA Y EXTINTORES CAPITAL SAS;CALLE 72F No 113A - 24;ENGATIVA;VILLAS DE GRANADA;Calle 80;01/09/2014
CAFE INTERNET TRAMITOMANIA.COM;CARRERA 105 F  N69 D - 24 LOCAL 2;ENGATIVA;VILLA DEL MAR;Calle 80;01/09/2014
PAPELERIA FUTUPAPER EU;CARRERA 104 No 65B 22;ENGATIVA;VILLA DEL MAR;Engativa;01/09/2014
CAFE INTERNET PROFFESIONAL STUDY PHOTOGRAPHY J.A;CALLE 72 No 96A - 20;ENGATIVA;EL CEDRO;Calle 80;01/09/2014
PAPELERIA QUE NOTA;CARRERA 101 No 71B - 62;ENGATIVA;EL CEDRO;Calle 80;01/09/2014
CAFE INTERNET TELCELL;CALLE 67 No 69K - 19;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
CAFE INTERNET CONEXION DIRECTA 1;CALLE 73A No 70 - 27;ENGATIVA;BONANZA;Calle 80;01/09/2014
TIENDA ONCES UN PUNTUAL;CARRERA 70G No 71A - 12;ENGATIVA;PALO BLANCO;Engativa;01/09/2014
CAFE INTERNET Y COMUNICACIONES BAZANET;CALLE 69B No 70C - 84;ENGATIVA;PALO BLANCO;Engativa;01/09/2014
MISCELANEA Y PAPELERIA MATSYA;CALLE 71 No 70B - 42;ENGATIVA;PALO BLANCO;Engativa;01/09/2014
MISCELANEA Y PAPELERIA TRAVESURAS NICOLAS;CALLE 69A No 71 - 98;ENGATIVA;PALO BLANCO;Engativa;01/09/2014
CAFE INTERNET MULTISERVICIOS AVENIDA ROJAS;CARRERA 70 No 71A - 05;ENGATIVA;PALO BLANCO;Engativa;01/09/2014
PAPELERIA Y VARIEDADES LA SEVILLANA;CARRERA 69M No 67 - 87;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
MISCELANEA Y PAPELERIA;CALLE 66 No 69F  13;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
MULTIPAGOS Y ENVIOS FENIX;AVENIDA ROJAS No 68A - 22;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
PAPELERIA SERVICIOS ACHIA;AVENIDA CALLE 72 NRO 69I - 31;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
CABINAS TELEFONICAS JP COMUNICACIONES Y SERVICIOS;CARRERA 70 No 64I - 60 LOCAL 102;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
CAFE INTERNET DAVID.TELECOM;CARRERA 69I No 67 - 67;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
PAPELERIA SERVI DIGITAL LA ESTRADA;CARRERA 69G No 71 - 63;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
CAFE INTERNET LUCHO NET COMUNICACIONES;CARRERA 69 K  NRO 68 - 09;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
CAFE INTERNET CYBERNAUTAS 7;CALLE 69 No 69D  - 21;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
SUPER AUTOSERVICIO;CALLE 51 No 71A - 04;ENGATIVA;NORMANDIA;Engativa;01/09/2014
MISCELANEA TELEVARIEDADES M Y MI;CALLE 53A No 71C - 26 LOCAL 4;ENGATIVA;NORMANDIA;Engativa;01/09/2014
CAFE INTERNET SASEC LTDA;CARRERA 71C No 52 - 43;ENGATIVA;NORMANDIA;Engativa;01/09/2014
CAFE INTERNET RIOBAMB@NET;CARRERA 70D No 50 - 72;ENGATIVA;NORMANDIA;Engativa;01/09/2014
CABINAS TELEFONICAS GLORYNET.COM;CARRERA 71 D No 64I - 29;ENGATIVA;SAN JOAQUIN;Engativa;01/09/2014
SUPERMERCADO EL ARISH;CARRERA 71 No 66 B - 02;ENGATIVA;SAN JOAQUIN;Engativa;01/09/2014
CAFE INTERNET CALL.COM;CARRERA 71C No 64C - 93;ENGATIVA;SAN JOAQUIN;Engativa;01/09/2014
PAPELERIA Y MISCELANEA LUZ Y ARTE;CARRERA 70F No 73A - 16;ENGATIVA;BONANZA;Calle 80;01/09/2014
PANADERIA HOJALDRITA;CALLE 75 No 71D - 31;ENGATIVA;BONANZA;Calle 80;01/09/2014
CAFE INTERNET MULTISERVICIOS;CALLE 75 No 70F - 38  LOCAL 6;ENGATIVA;BONANZA;Calle 80;01/09/2014
CAFE INTERNET J&J COMUNICACIONES;CALLE 75 No 70 - 13;ENGATIVA;BONANZA;Calle 80;01/09/2014
ACCESORIOS PARA PANADERIA LATAS Y MOLDES;AVENIDA CARRERA 72 No 73A 04;ENGATIVA;BONANZA;Calle 80;01/09/2014
PAPELERIA VARIEDADES 70G;CARRERA 70G No 74 - 14;ENGATIVA;BONANZA;Calle 80;01/09/2014
PAPELERIA DANNA Y SEBAS;CARRERA 113 B No 63C 22;ENGATIVA;VILLA GLADYS;Engativa;01/09/2014
CAFE INTERNET DANDRUS NET;CARRERA 113B No 63B - 10;ENGATIVA;VILLA GLADYS;Engativa;01/09/2014
ESTACION DE SERVICIO INTERAPIDISIMO;CALLE 64 No 113C 30;ENGATIVA;VILLA GLADYS;Engativa;01/09/2014
VARIEDADES PELUFFO;DIAGONAL 84A No 77 - 73;ENGATIVA;PARIS GAITAN;Calle 80;01/09/2014
DROGUERIA PUNTO 5;DIAGONAL 84A No 82A - 79;ENGATIVA;PARIS GAITAN;Calle 80;01/09/2014
CABINAS TELEFONICAS TRAMINET;TRANSVERSAL 88C No 80A - 16;ENGATIVA;LOS CEREZOS;Calle 80;01/09/2014
CAFE INTERNET KAMI COMUNICACIONES;CALLE 83 No 94A - 40;ENGATIVA;QUIRIGUA;Calle 80;01/09/2014
PAPELERIA DH;CALLE 84A BIS No 87 - 14;ENGATIVA;LOS CEREZOS;Calle 80;01/09/2014
PAPELERIA Y MISCELANEA LOS MUCHACHOS;CARRERA 90 No 82 - 76;ENGATIVA;QUIRIGUA ORIENTAL;Calle 80;01/09/2014
DISTRIBUIDORA DE BELLEZA UNIVERSO DE COSMETICOS;CALLE 90 No 95F - 85;ENGATIVA;CIUDAD BACHUE I ETAPA;Calle 80;01/09/2014
CAFE INTERNET COMUNICACIONES LA ESPERANZA;CALLE 87A No 94L - 27 INTERIOR 105 LOCAL 102;ENGATIVA;CIUDAD BACHUE I ETAPA;Calle 80;01/09/2014
MOVIFEMZ;CALLE 86 No 95 - 40;ENGATIVA;CIUDAD BACHUE I ETAPA;Calle 80;01/09/2014
CAFE INTERNET ALFANET COMUNICACIONES;CALLE 87  NRO 95 F - 65  INTERIOR 101;ENGATIVA;CIUDAD BACHUE I ETAPA;Calle 80;01/09/2014
PAPELERIA EXPRESS MR;TRANSVERSAL 94 L No 84 - 09;ENGATIVA;BOCHICA;Calle 80;01/09/2014
LIBRERIA Y PAPELERIA CRISTIANA ISRAEL;CALLE 86 No 95 - 23 CENTRO COMERCIAL BOCHICA 1 LOCAL 10;ENGATIVA;BOCHICA;Calle 80;01/09/2014
CAFE INTERNET JHON SEBASTIAN LOPEZ;CALLE 86  No 95 - 23  BLOQUE 25 APARTAMENTO 107;ENGATIVA;BOCHICA;Calle 80;01/09/2014
ALO K FE;CALLE 75 No 100A-05;ENGATIVA;EL MADRIGAL;Calle 80;01/09/2014
CABINAS TELEFONICAS MULTISERVICIOS ONLINE MM;CARRERA 69 No 64F - 20;ENGATIVA;LA ESTRADITA;Engativa;01/09/2014
DROGUERIA PHRMAMEDICAL;CARRERA 69 A  No 65 - 98;ENGATIVA;LA ESTRADITA;Engativa;01/09/2014
VENTA DE PRODUCTOS DE ASEO PLASTIDESECHABLES PADILLA  G O;CARRERA 68D No 65A - 49;ENGATIVA;LA ESTRADITA;Engativa;01/09/2014
PAPELERIA ISI DE COLOMBIA;CARRERA 69 No 64D - 19;ENGATIVA;LA ESTRADITA;Engativa;01/09/2014
DROGUERIA SIGLO XXI.;CALLE 64F No 77 - 30;ENGATIVA;VILLA LUZ;Engativa;01/09/2014
ALMACEN  MATERIALES ELECTRICOS Y DE CONSTRUCCION  SAS;AVENIDA CARRERA 72 No 63D 26 LOCAL 103;ENGATIVA;LA CABANA;Engativa;01/09/2014
CAFE INTERNET COMUNICACIONES O11CE Y TR3CE;CARRERA 92 No 85 - 28 LOCAL 102;ENGATIVA;PRIMAVERA;Calle 80;01/09/2014
DROGUERIA TU FARMACIA;CALLE 85 No 91 - 33;ENGATIVA;PRIMAVERA;Calle 80;01/09/2014
CAFE INTERNET PAPELERIA E INTERNET BLUE;CARRERA 91 No 88A - 34;ENGATIVA;PRIMAVERA;Calle 80;01/09/2014
CAFE INTERNET CIBEREXPRESS NET;CARRERA 14B No 136A - 08 SUR;ENGATIVA;BOCHICA II;Calle 80;01/09/2014
DROGUERIA UNICA DEL OCCIDENTE;CALLE 91 A  NRO 95 I - 09;ENGATIVA;CIUDAD BACHUE;Calle 80;01/09/2014
CAFE INTERNET LUZ CORREDOR;CARRERA 95G No 90A - 05;ENGATIVA;CIUDAD BACHUE;Calle 80;01/09/2014
VENTA DE SEGUROS MERKASEGUROS IN WAY ASEGURADOS CLUB LTDA 2;CARRERA 69 No 64A - 64;ENGATIVA;BOSQUE POPULAR;Engativa;01/09/2014
CAFE INTERNET FACI NET;CARRERA 69F No 64 - 98;ENGATIVA;BOSQUE POPULAR;Engativa;01/09/2014
PAPELERIA Y PIÑATERIA PINK;CARRERA 69N No 63A-99;ENGATIVA;BOSQUE POPULAR;Engativa;01/09/2014
DROGUERIA DROGAS LA 61;CALLE 63C No 69 - 99;ENGATIVA;BOSQUE POPULAR;Engativa;01/09/2014
PAPELERIA Y CACHARRERIA MILIN;CARRERA 69P No 64 94;ENGATIVA;BOSQUE POPULAR;Engativa;01/09/2014
DROGUERIA NUEVA SANTA MARTHA;CARRERA 69  NRO 63 A BIS - 45;ENGATIVA;BOSQUE POPULAR;Engativa;01/09/2014
INTERMUNDIAL DE SERVICIOS;TRANSVERSAL 93 No 64 - 59;ENGATIVA;LOS ALAMOS;Engativa;01/09/2014
TIENDA NATURISTA JO SANA;TRANSVERSAL 93 No 64G - 07;ENGATIVA;LOS ALAMOS;Engativa;01/09/2014
CAFE INTERNET BURBANKTEL NET COM;DIAGONAL 63 F  NRO 88 - 12;ENGATIVA;LOS ALAMOS;Engativa;01/09/2014
PAPELERIA BOGOTA CAFE INTERNET;CALLE 65B No 86 - 86 INTERIOR 2 LOCAL 05;ENGATIVA;LOS ALAMOS;Engativa;01/09/2014
SUPERMERCADO POMAC;AVENIDA CARRERA 86 No 64F - 10;ENGATIVA;LOS ALAMOS;Engativa;01/09/2014
DEPRISA ALAMOS;CALLE 64A NO. 94 - 69;ENGATIVA;LOS ALAMOS;Engativa;01/09/2014
CAFE INTERNET CANELA II;CALLE 77 No 124A - 17;ENGATIVA;VILLAS DE ALCALA;Engativa;01/09/2014
VARIEDADES REMATANDO.COM;DIAGONAL 77 No 121 - 01 CASA 25 MANZANA 4;ENGATIVA;VILLAS DE ALCALA;Engativa;01/09/2014
SURTIFRUVER EL NOGAL;DIAGONAL 77 No 120A  - 09;ENGATIVA;VILLAS DE ALCALA;Engativa;01/09/2014
CAFE INTERNET OXINET COMUNICACIONES;CALLE 91A No 94L - 16;ENGATIVA;LUIS CARLOS GALAN;Calle 80;01/09/2014
CAFE INTERNET SADAV A CAFE NET;CARRERA 94 L No 91A - 57;ENGATIVA;LUIS CARLOS GALAN;Calle 80;01/09/2014
GRANERO TRIGOS DE PRIMAVERA;CARRERA 109 A No 66  33;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;01/09/2014
PAPELERIA INTERNET XBOX ECOELECTRO;CARRERA 106A No 69B - 29;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;01/09/2014
CAFE INTERNET Y Y J COMUNICACIONES;CARRERA 110 No 64D - 03;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;01/09/2014
AUTOSERVICIO PUNTO YA;CARRERA 11 No 64 - 76;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;01/09/2014
DROGUERIA LA PRINCIPAL DEL DORADO;CARRERA 110 No 65B - 86 PISO 1;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;01/09/2014
CAFE INTERNET SERTEC JL COMPUTACION Y TECNOLOGIA;CARRERA 110 No 68B - 57;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;01/09/2014
PAPELERIA A B C;CALLE 64H No 69L - 23;ENGATIVA;LA ESTRADA;Engativa;01/09/2014
MARY FOX.COM;CARRERA 105 F No 70 F - 11;ENGATIVA;VILLA AMALIA;Calle 80;01/09/2014
VARIEDADES CINTERNET LUZ DEL MAR;CARRERA 105 F BIS No 71A - 71;ENGATIVA;VILLA AMALIA;Calle 80;01/09/2014
CAFE INTERNET AMERICATEL.NET;CARRERA 110 No 72 - 30;ENGATIVA;VILLA AMALIA;Calle 80;01/09/2014
PAPELERIA CARMEN SIERRA;CARRERA 106A No 70C - 12 LOCAL 1;ENGATIVA;VILLA AMALIA;Calle 80;01/09/2014
VENTA DE EQUIPOS HOD PRINT SOLUTIONS SAS;AVENIDA CARRERA 72 No 76 - 15;ENGATIVA;SANTA MARIA;Calle 80;01/09/2014
CAFE INTERNET SALNEJUAN COM;CARRERA 104 No 77 - 05;ENGATIVA;GARCES NAVAS ORIENTAL;Calle 80;01/09/2014
CAFE INTERNET INTRANET.COM;CALLE 79 No 68C 16;ENGATIVA;LAS FERIAS;Calle 80;01/09/2014
MISEL PAPELERIA Y COMUNICACIONES;CARRERA 69H No 79 - 06;ENGATIVA;LAS FERIAS;Calle 80;01/09/2014
CAFE INTERNET MARALUL;CARRERA 69B No 77 - 63;ENGATIVA;LAS FERIAS;Calle 80;01/09/2014
PAPELERIA SUPER COM;CARRERA 68C No 76A - 51;ENGATIVA;LAS FERIAS;Calle 80;01/09/2014
PAPELERIA ALMACEN ATENAS ACERO;CARRERA 69H No 77 - 25;ENGATIVA;LAS FERIAS OCCIDENTAL;Calle 80;01/09/2014
CAFE INTERNET CIBER 45;CARRERA 26 No 77 - 23;ENGATIVA;LAS FERIAS OCCIDENTAL;Calle 80;01/09/2014
CONFECCIONES GABRIEL S DISENO Y CONFECCION;CARRERA 73 BIS No 81 - 57;ENGATIVA;EL MINUTO DE DIOS;Calle 80;01/09/2014
CAFE INTERNET YACCOMS;TRANSVERSAL 74C No 81F - 96;ENGATIVA;EL MINUTO DE DIOS;Calle 80;01/09/2014
VENTA DE ACCESORIOS CELULARES TECNOPHONE HV;DIAGONAL 81D No 72C - 77;ENGATIVA;EL MINUTO DE DIOS;Calle 80;01/09/2014
MISCELANEA PERTUTTI;CARRERA 72 BIS No 81 - 05 TORRE 2 LOCAL 01;ENGATIVA;EL MINUTO DE DIOS;Calle 80;01/09/2014
LA TIENDA EXPRESS AL MINUTO;CARRERA 76 No 80A - 06;ENGATIVA;EL MINUTO DE DIOS;Calle 80;01/09/2014
ACCESORIOS PARA CELULAR ALEJO MULTISERVICIOS;AVENIDA CALLE 80 No 76D - 18;ENGATIVA;AUTOPISTA MEDELLIN;Calle 80;01/09/2014
CAFE INTERNET HERMANOS DIAZ COMUNICACIONES;TRANSVERSAL 76 No 81I - 33;ENGATIVA;AUTOPISTA MEDELLIN;Calle 80;01/09/2014
MISCELANEA Y PAPELERIA JUANCHO F;CARRERA 78 A SUR No 80 - 21 CASA 241;ENGATIVA;AUTOPISTA MEDELLIN;Calle 80;01/09/2014
MISCELANEA Y PAPELERIA WILLY;CALLE 75 BIS No 84 - 59;ENGATIVA;LA SOLEDAD NORTE;Calle 80;01/09/2014
PAPELERIA Y MISCELANEA MACOR;CALLE 78 D No 102 21;ENGATIVA;EL CEDRO;Calle 80;01/09/2014
PAPELERIA SUPER PAPELA COM;CALLE 74A No 98 - 04;ENGATIVA;EL MADRIGAL;Calle 80;01/09/2014
CAFE INTERNET ROSA CANO;CARRERA 101 NRO 82 - 49 INTERIOR 4 APARTAMENTO 110;ENGATIVA;BOCHICA II;Calle 80;01/09/2014
PAPELERIA LUZ PEDRAZA;CARRERA 101 No 82 - 49 INTERIOR 4 APARTAMENTO 102;ENGATIVA;BOCHICA II;Calle 80;01/09/2014
GIROS POSTALES SERVI JM;TRANSVERSAL 96A No 80A - 20  PORTAL 80 ENTRADA 1 SEGUNDO PISO;ENGATIVA;BOCHICA II;Calle 80;01/09/2014
CAFE INTERNET SINGLES ON LINE;CARRERA 91B No 83A - 03 LOCAL 101;ENGATIVA;PRIMAVERA;Calle 80;01/09/2014
SIN BOGOTA QUIRIGUA;TRANSVERSAL  94 No 80A - 12;ENGATIVA;PRIMAVERA;Calle 80;01/09/2014
CAFE INTERNET WILFRIDO VERA;TRANSVERSAL 69R No 79 - 31;ENGATIVA;LAS FERIAS OCCIDENTAL;Calle 80;01/09/2014
PAPELERIA ACUARELA;CARRERA 76 No 78 - 13 /15;ENGATIVA;LA GRANJA;Calle 80;01/09/2014
VARIEDADES Y PANALERA DANNA;DIAGONAL 76A No 86 - 74;ENGATIVA;PARIS;Calle 80;01/09/2014
MISCELANEA CIMBRA;CARRERA 94 No 76 - 48;ENGATIVA;PARIS;Calle 80;01/09/2014
G Y G COMUNICACIONES;CALLE 75 No 93A - 17;ENGATIVA;FLORENCIA;Calle 80;01/09/2014
TIENDA DONDE MIS ASTRID;CALLE 75 No 86 - 29;ENGATIVA;FLORENCIA;Calle 80;01/09/2014
CABINAS TELEFONICAS ARION;CARRERA 90 No 76A - 17;ENGATIVA;PARIS;Calle 80;01/09/2014
DEPRISA UNICENTRO DE OCCIDENTE;CARRERA 111C NO. 86 - 74 LOCAL 216;ENGATIVA;CIUDADELA COLSUBSIDIO;Calle 80;01/09/2014
CAFE INTERNET VARIEDADES CARITO.COM;CARRERA 90 BIS No 76 - 51 AGRUPACION 2 INTERIOR 41 LOCAL 101;ENGATIVA;PARIS;Calle 80;01/09/2014
MICELANEA Y   PAPELERIA  MARIBEL;CARRERA 91 A No 75 - 09;ENGATIVA;PARIS;Calle 80;01/09/2014
CAFE INTERNET COMUNICACIONES M & TA;CARRERA 111C No 86 - 74 LOCAL 274;ENGATIVA;CIUDADELA COLSUBSIDIO;Calle 80;01/09/2014
CAFE INTERNET PUNTO SERVICIOS NETWORK EXPRESS;CALLE 82 No 95C - 15 LOCAL 3;ENGATIVA;BOCHICA;Calle 80;01/09/2014
PAPELERIA LA NUEVA PANTERA;CALLE 80C BIS No 94 - 12;ENGATIVA;QUIRIGUA;Calle 80;01/09/2014
PAPELERIA EL REY DE LOS PAPELES;CALLE 82 No 112F - 53;ENGATIVA;CIUDADELA COLSUBSIDIO;Calle 80;01/09/2014
PAPELERIA LOS 3 OSITOS;CARRERA 115 No 89A - 31 LOCAL 3;ENGATIVA;EL CORTIJO;Calle 80;01/09/2014
DROGUERIA SAN IGNACIO JN;CARRERA 113 No 81 - 58;ENGATIVA;CIUDADELA COLSUBSIDIO;Calle 80;01/09/2014
REPRESENTACION DE SERVICIOS INTEGRALES DE COLOMBIA LTDA;CARRERA 112I No 86A - 92 CASA 46 MANZANA 27;ENGATIVA;CIUDADELA COLSUBSIDIO;Calle 80;01/09/2014
ALMACEN TECNOLOGICO SYSTEMASNET UNICENTRO OCCIDENTE;CARRERA 111 C No 86 - 05  LC 120;ENGATIVA;CIUDADELA COLSUBSIDIO;Calle 80;01/09/2014
MICELANEA Y PAPELERIA UNIVERSAL;CALLE 86 C No 110C - 32;ENGATIVA;CIUDADELA COLSUBSIDIO;Calle 80;01/09/2014
DISTRIBUIDORA DISTRIKITS KRIDD;CARRERA 113 No 81 - 11;ENGATIVA;CIUDADELA COLSUBSIDIO;Calle 80;01/09/2014
INTERNET JEFFER EDSGARDO MALAGON MARTINEZ;CALLE 88 No 112I - 39 MANZANA 27 CASA 2;ENGATIVA;CIUDADELA COLSUBSIDIO;Calle 80;01/09/2014
ALMACEN CREACIONES CLAUDIS;CALLE 82  NRO 92 - 53;ENGATIVA;QUIRIGUA ORIENTAL;Calle 80;01/09/2014
VARIEDADES ALPAYAN COM;CARRERA 101 No 72B - 20;ENGATIVA;EL CEDRO;Calle 80;01/09/2014
DORGUERIA Y PERFUMERIA MAYOR;CALLE 72 No 96A - 30;ENGATIVA;EL CEDRO;Calle 80;01/09/2014
INTERNET FAMESKA;CALLE 71B No 100B - 04;ENGATIVA;EL CEDRO;Calle 80;01/09/2014
CAFE INTERNET COMPUFAX COMUNICACIONES;CARRERA 104 No 64C - 22;ENGATIVA;VILLA DEL MAR;Engativa;01/09/2014
CAFE INTERNET SILVA COY CARLOS DEMETRIO;CARRERA 103 A No 64 - 09;ENGATIVA;VILLA DEL MAR;Engativa;01/09/2014
CAFE INTERNET RED SERVI;CARRERA 105F No 69 - 37;ENGATIVA;VILLA DEL MAR;Engativa;01/09/2014
PAPELERIA IBEROAMERICANA TIENDA GALA;CARRERA 101 No 70 - 55 LOCAL 21 INTERIOR 2;ENGATIVA;VILLA DEL MAR;Engativa;01/09/2014
CIGARRERIA MANA;CARRERA 101 No 70 - 55 LOCAL 9;ENGATIVA;VILLA DEL MAR;Engativa;01/09/2014
FOTOGRAFIA FOTO EDWAR´S COLOR;CALLE 70 No 105H - 29;ENGATIVA;VILLA DEL MAR;Calle 80;01/09/2014
CIGARRERIA Y CAFETERIA RINCON EMBAJADOR;CALLE 49A No 69 - 09;ENGATIVA;JARDIN BOTANICO;Engativa;01/09/2014
SIN BOGOTA ALAMOS ALFANET;CALLE 72 No 100 - 17;ENGATIVA;EL CEDRO;Calle 80;01/09/2014
PAPELERIA INTERNT MARY;CALLE 75 No 112B - 49;ENGATIVA;VILLAS DE GRANADA;Calle 80;01/09/2014
PAPELERIA FABERCITO;CALLE 72F N° 111C-02;ENGATIVA;VILLAS DE GRANADA;Calle 80;01/09/2014
CAFE INTERNET PAPERNET;CALLE 75 No 112 B - 44;ENGATIVA;VILLAS DE GRANADA;Calle 80;01/09/2014
PAÑALERA S Y S VARIEDADES;CARRERA 100B No 77B - 29;ENGATIVA;EL MADRIGAL;Calle 80;01/09/2014
SUPERTIENDA ALELIZ;CARRERA 103D NRO 83 - 18;ENGATIVA;BOLIVIA ORIENTAL;Calle 80;01/09/2014
ENVIOS TOTAL IMPORTACIONES Y MERCADEO;TRANSVERSAL 73 A No 81 F - 31;ENGATIVA;EL MINUTO DE DIOS;Calle 80;01/09/2014
INERNET QUINONES;CARRERA 105 F No 70C 24;ENGATIVA;VILLA SAGRARIO;Calle 80;01/09/2014
CAFE INTERNET DIVIS NET;AVENIDA CALLE 72 No 101 - 15;ENGATIVA;ALAMOS;Calle 80;01/09/2014
DROGUERIA MODERNA EXPRESS No 2;CARRERA 101 No 72 - 27;ENGATIVA;ALAMOS;Calle 80;01/09/2014
DROGUERIA SUPER DROGUERIA DISAN;CARRERA 91A No 72A - 35;ENGATIVA;FLORENCIA;Calle 80;01/09/2014
PAPELERIA CLIPS COMUNICACIONES MYM;AVENIDA CALLE 72 No 102 - 31 LOCAL 2;ENGATIVA;ALAMOS;Calle 80;01/09/2014
CAFE INTERNET 2NE1 VELMAX;CARRERA 111 No 64 - 29;ENGATIVA;SAN ANTONIO URBANO;Engativa;01/09/2014
CAFE INTERNET CHIP.COM;CARRERA 111 No 65A - 31;ENGATIVA;SAN ANTONIO URBANO;Engativa;01/09/2014
CAFE INTERNER SISRED LTDA;CARRERA 105 C No 66 - 47;ENGATIVA;EL MUELLE;Engativa;01/09/2014
MISCELANEA PICARDIAS LUNA;CALLE 64D No 106A - 63;ENGATIVA;EL MUELLE;Engativa;01/09/2014
CAFE INTERNET FASE 3 COM;CARRERA 105D No 64C - 21;ENGATIVA;EL MUELLE;Engativa;01/09/2014
CAFE INTERNET CONECTA2 NET;CARRERA 106A No 64C - 23;ENGATIVA;EL MUELLE;Engativa;01/09/2014
CAFE INTERNET COMUNICACIONES  MAYA;CARRERA 105 No 64A 23;ENGATIVA;EL MUELLE;Engativa;01/09/2014
DROGUERIA DROGAS LA ECONOMIA DE HOREB;CARRERA 105 No 64 - 11;ENGATIVA;EL MUELLE;Engativa;01/09/2014
VARIEDADES TOPOGRAFIAS RENACER;CALLE 64 D No 105 -  47;ENGATIVA;EL MUELLE;Engativa;01/09/2014
CAFE INTERNET THE WORD NET COMUNICACIONES;CARRERA 105C No 64A - 09;ENGATIVA;EL MUELLE;Engativa;01/09/2014
VENTA DE IMPLEMENTOS GAS NATURAL INNOVA GAS;CARRERA 105F No 67D - 04;ENGATIVA;EL MUELLE;Engativa;01/09/2014
MISCELANEA LIVE;CARRERA 105G No 63A - 10;ENGATIVA;EL MUELLE;Engativa;01/09/2014
PAPELERIA MICHELA;CALLE 69 No 96 - 19;ENGATIVA;LOS ANGELES;Engativa;01/09/2014
DROGUERIA LA 1ER ROCA;CALLE 69 No 97 - 49;ENGATIVA;LOS ANGELES;Engativa;01/09/2014
MISCELANEA COMUNICACIONES PI;CARRERA 98 No 63 - 84;ENGATIVA;LOS ANGELES;Engativa;01/09/2014
DROGUERIA DROGAS LA 99;CARRERA 99 No 68A - 30;ENGATIVA;LOS ANGELES;Engativa;01/09/2014
MISCELANEA Y PAPELERIA COPY PAGE 1;CALLE 69 No 97 - 21;ENGATIVA;LOS ANGELES;Engativa;01/09/2014
CAFE INTERNET ESTAR COMUNICATION;CARRERA 99 No 69A 81 LOCAL 7;ENGATIVA;LOS ANGELES;Engativa;01/09/2014
MISCELANEA Y PAPELERIA MUDANZA SUBA;AVENIDA CARRERA 86 AVENIDA CALI No 74 53;ENGATIVA;FLORENCIA;Calle 80;01/09/2014
CAFE INTERNET BLUE A COM;CARRERA 93 No 72A - 01;ENGATIVA;FLORENCIA;Calle 80;01/09/2014
CAFE INTERNET COMERCIALIZADORA NABAROS;CARRERA 92A No 72A - 3 LOCAL 2;ENGATIVA;FLORENCIA;Calle 80;01/09/2014
CAFE INTERNET FINANTEL LTDA;CARRERA 87 No 72A - 40;ENGATIVA;FLORENCIA;Calle 80;01/09/2014
CAFE INTERNET CONFECCIONES YOLYS;TRANSVERSAL 83 BIS No 72 - 35;ENGATIVA;LA SOLEDAD NORTE;Calle 80;01/09/2014
LAVASECO EXTRAMATIC;AVENIDA CALLE 72 No 82 52   54;ENGATIVA;LA SOLEDAD NORTE;Engativa;01/09/2014
CAFE INTERNET INTER NUBE;CALLE 72 No 82 - 62;ENGATIVA;LA SOLEDAD NORTE;Engativa;01/09/2014
CAFE INTERNET INTER WEB;CARRERA 83 No 74A - 12;ENGATIVA;LA SOLEDAD NORTE;Calle 80;01/09/2014
CAFE INTERNET TORRE COM COM;CARRERA 83 No 72 - 33;ENGATIVA;LA SOLEDAD NORTE;Calle 80;01/09/2014
CAFE INTERNET TONY NET;CALLE 69 No 112 - 20;ENGATIVA;MARANDU;Engativa;01/09/2014
FERRETERIA COMERCIALIZADORA DE PRODUCTOS FUERTES;CARRERA 89A NO 82-29 PRIMER PISO;ENGATIVA;QUIRIGUA ORIENTAL;Calle 80;01/09/2014
DROGUERIA DROGUERIA CALLE 70.;CALLE 70 No 107A - 61;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;01/09/2014
MISCELANEA LANOSSOSS;CALLE 64F No 74 - 34;ENGATIVA;EL REAL;Engativa;01/09/2014
VENTA DE ROPA Y CALZADO VARIEDADES JL;CARRERA 109A No 64B - 10;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;01/09/2014
CAFE INTERNET CIBER CAFENOVA;CALLE 65 BIS No 86 - 50 LOCAL 4 PINAR ALAMOS 1;ENGATIVA;LOS ALAMOS;Engativa;01/09/2014
STROM CAFE INTERNET;CARRERA 69A No 57 - 63  SUR;ENGATIVA;BOSQUE POPULAR;Engativa;01/09/2014
